bucket	descriptor	proposed_name	source	evidence	risk	path
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/a/a;	BaseLog	BaseLog.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/a/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/a/b;	XTLog	XTLog.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/a/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a;	XTManage	XTManage.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/a/a;	BroadcastManager	BroadcastManager.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/a/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/b/a;	CommonData	CommonData.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/b/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/b/b;	LogUtil	LogUtil.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/b/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/b/c;	TWAT	TWAT.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/b/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/c/a;	ContactDBHelper	ContactDBHelper.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/c/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/c/b;	ContactDBManager	ContactDBManager.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/c/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/c/c;	DBHelper	DBHelper.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/c/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/a;	BTModel	BTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/b;	BTModel	BTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/c;	BTModel	BTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/d;	BTModel	BTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/e;	BTModel	BTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/e.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/g;	BTModelView	BTModelView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/g.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/h;	BaseBTModel	BaseBTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/h.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/i;	BuildInBTModel	BuildInBTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/i.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/d/j;	BuildInBTModel	BuildInBTModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/d/j.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/f/a;	BTMusicService	BTMusicService.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/f/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/g/a;	BTView	BTView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/g/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/h/a;	VoiceCallView	VoiceCallView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/h/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/h/b;	VoiceCallView	VoiceCallView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/h/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/h/c;	VoiceCallView	VoiceCallView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/h/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/a/h/d;	VoiceCallView	VoiceCallView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/a/h/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b;	XTManage	XTManage.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b/a;	BTCallBackImp	BTCallBackImp.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b/b;	ITWCommandCallbackImp	ITWCommandCallbackImp.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b/c;	MusicCallBackImp	MusicCallBackImp.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b/d;	RadioCallBackImp	RadioCallBackImp.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/b/e;	VideoCallBackImp	VideoCallBackImp.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/b/e.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/c/a;	IBTCallBackInterface	IBTCallBackInterface.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/c/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/c/b;	IMusicCallBackInterface	IMusicCallBackInterface.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/c/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/c/c;	IRadioCallBackInterface	IRadioCallBackInterface.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/c/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/c/d;	IVideoCallBackInterface	IVideoCallBackInterface.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/c/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/d/a/a;	LauncherModel	LauncherModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/d/a/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/d/a/b;	LauncherModelView	LauncherModelView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/d/a/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/d/b/a;	LauncherPresenter	LauncherPresenter.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/d/b/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/d/c/a;	LauncherView	LauncherView.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/d/c/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/e/a;	BaseModel	BaseModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/e/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/a/a;	MusicMediaParseTask	MusicMediaParseTask.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/a/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/a/b;	ThreadPoolManager	ThreadPoolManager.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/a/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/a/c;	ThreadPoolManager	ThreadPoolManager.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/a/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/a;	AlbumMedia	AlbumMedia.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/b;	ArtistMedia	ArtistMedia.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/c;	LMedia	LMedia.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/d;	MediaFolderBean	MediaFolderBean.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/e;	MusicBean	MusicBean.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/e.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/f;	MusicName	MusicName.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/f.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/b/g;	Record	Record.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/b/g.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/c/a;	MediaParseFileListener	MediaParseFileListener.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/c/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/A;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/A.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/B;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/B.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/C;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/C.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/D;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/D.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/E;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/E.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/F;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/F.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/G;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/G.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/H;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/H.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/I;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/I.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/J;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/J.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/K;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/K.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/M;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/M.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/N;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/N.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/O;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/O.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/P;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/P.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/Q;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/Q.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/S;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/S.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/T;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/T.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/U;	MusicIjkModel	MusicIjkModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/U.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/V;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/V.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/W;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/W.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/X;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/X.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/Y;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/Y.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/Z;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/Z.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/a;	BaseMusicMode	BaseMusicMode.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/a.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/aa;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/aa.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/b;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/ba;	MusicModel	MusicModel.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/ba.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/c;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/d;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/e;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/e.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/f;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/f.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/g;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/g.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/h;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/h.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/i;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/i.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/j;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/j.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/k;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/k.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/l;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/l.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/m;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/m.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/n;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/n.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/o;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/o.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/p;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/p.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/q;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/q.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/r;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/r.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/s;	MusicID3Model	MusicID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/s.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/u;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/u.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/v;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/v.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/w;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/w.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/x;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/x.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/y;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/y.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/d/z;	MusicIjkID3Model	MusicIjkID3Model.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/d/z.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/b;	LrcTranscoding	LrcTranscoding.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/b.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/c;	MusicDataHolder	MusicDataHolder.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/c.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/d;	MusicUtils	MusicUtils.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/d.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/e;	MusicUtils	MusicUtils.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/e.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/f;	MusicUtils	MusicUtils.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/f.smali
AUTO_CONFIRM_CLASS_SOURCE	Lcom/eckom/xtlibrary/b/f/f/g;	MusicUtils	MusicUtils.java	.source provides meaningful class-level name	class-level mapping-only appears safe	app/apktool/smali_classes3/com/eckom/xtlibrary/b/f/f/g.smali
